,text,labels
9869,"RESULTS VEGF protein , VEGF-mRNA , VEGF receptor ( VEGFR)-1 mRNA , VEGFR-2 mRNA and hypoxia-inducible factor ( HIF)-1-α protein were expressed in 27/29 ( 93% ) , 20/27 ( 74% ) , 9/27 ( 33.3% ) , 12/27 ( 44.4% ) and 5/29 ( 17.2% ) specimens , respectively .
",Inducing angiogenesis--By deregulating angiogenesis
9870,"VEGFR- 2 mRNA expression was found in 6/8 tumors extracted at first operation in patients with recurring tumors and in none of the control cases ( p = 0.007 ) .
",
9871,"Microvessel density ( MVD ) and Ki-67 index values were generally higher in meningiomas with expression of angiogenic factors .
",Inducing angiogenesis--By deregulating angiogenesis--Angiogenic factors
9872,"The association of high Ki-67 index values with VEGF-mRNA expression was significant ( p = 0.04 ) .
",
9873,"Time to recurrence was shorter in patients with high MVD than in patients with low MVD ( p = 0.027 ) .
",
9874,"CONCLUSIONS High MVD correlates with unfavorable prognosis in our series of recurring meningioma .
",
9875,"VEGF and its receptors are frequently expressed in meningiomas and seem important for tumor growth and recurrence .
",
9876,"Thus , anti-VEGF therapy in aggressive meningioma seems rational from a pathobiological point of view .
",
9877,"We have identified a rare small ( kb unique sequence ) recurrent deletion in a previously linked attention-deficit hyperactivity disorder ( ADHD ) locus at 2q21.1 in five unrelated families with developmental delay ( DD)/intellectual disability ( ID ) , ADHD , epilepsy and other neurobehavioral abnormalities from 17 035 samples referred for clinical chromosomal microarray analysis .
",
9878,"Additionally , a DECIPHER ( http://decipher.sanger.ac.uk ) patient 2311 was found to have the same deletion and presented with aggressive behavior .
",
9879,"The deletion was not found in either six control groups consisting of 13 999 healthy individuals or in the DGV database .
",
9880,"We have also identified reciprocal duplications in five unrelated families with autism , developmental delay ( DD ) , seizures and ADHD .
",
9881,"This genomic region is flanked by large , complex low-copy repeats ( LCRs ) with directly oriented subunits of kb in size that have 97.7% DNA sequence identity .
",
9882,"We sequenced the deletion breakpoints within the directly oriented paralogous subunits of the flanking LCR clusters , demonstrating non-allelic homologous recombination as a mechanism of formation .
",
9883,"The rearranged segment harbors five genes : GPR148 , FAM123C , ARHGEF4 , FAM168B and PLEKHB2 .
",
9884,"Expression of ARHGEF4 ( Rho guanine nucleotide exchange factor 4 ) is restricted to the brain and may regulate the actin cytoskeletal network , cell morphology and migration , and neuronal function .
",
9885,"GPR148 encodes a G-protein-coupled receptor protein expressed in the brain and testes .
",
9886,"We suggest that small rare recurrent deletion of 2q21.1 is pathogenic for DD/ID , ADHD , epilepsy and other neurobehavioral abnormalities and , because of its small size , low frequency and more severe phenotype might have been missed in other previous genome-wide screening studies using single-nucleotide polymorphism analyses .
",
9887,"Telomere repeats are added onto chromosome ends by telomerase , consisting of two main core components : a catalytic protein subunit ( telomerase reverse trancriptase , TERT ) , and an RNA subunit ( telomerase RNA , TR ) .
",
9888,"Here , we report for the first time evidence that HMGB1 ( a chromatin-associated protein in mammals , acting as a DNA chaperone in transcription , replication , recombination , and repair ) can modulate cellular activity of mammalian telomerase .
",
9889,"Knockout of the HMGB1 gene ( HMGB1 KO ) in mouse embryonic fibroblasts ( MEFs ) results in chromosomal abnormalities , enhanced colocalization of \u03b3-H2AX foci at telomeres , and a moderate shortening of telomere lengths .
",
9890,"HMGB1 KO MEFs also exhibit significantly ( >5-fold ) lower telomerase activity than the wild-type MEFs .
",
9891,"Correspondingly , enhanced telomerase activity is observed upon overexpression of HMGB1 in MEFs .
",
9892,"HMGB1 physically interacts with both TERT and TR , as well as with active telomerase complex in vitro .
",
9893,"However , direct interaction of HMGB1 with telomerase is most likely not accountable for the observed higher telomerase activity in HMGB1-containing cells , as revealed from the inability of purified HMGB1 protein to stimulate telomerase activity in vitro .
",
9894,"While no transcriptional silencing of TERT is observed in HMGB1 KO MEFs , levels of TR are diminished ( providing possible explanation for the observed lower telomerase activity in HMGB1 KO cells .
",
9895,"Interestingly , knockout of the HMGB2 gene elevates telomerase activity ( in MEFs , suggesting that the two closely related proteins of the HMGB family , HMGB1 and HMGB2 , have opposite effects on telomerase activity in the cell .
",
9896,"The ability of HMGB1 to modulate cellular activity of telomerase and to maintain telomere integrity can help to understand some aspects of the protein involvement in chromosome stability and cancer .
",
9897,"Even when patients with nonsmall cell lung cancer undergo surgical resection at an early stage , recurrent disease often impairs the clinical outcome .
",
9898,"There are numerous causes potentially responsible for a relapse of the disease , one of them being extensive angiogenesis .
",
9899,"The balance of at least two systems , VEGF VEGFR and Ang Tie , regulates vessel formation .
",
9900,"The aim of this study was to determine the impact of surgery on the plasma levels of the main angiogenic factors during the first month after surgery in nonsmall cell lung cancer patients .
",
9901,"The study group consisted of 37 patients with stage I nonsmall cell lung cancer .
",
9902,"Plasma concentrations of Ang1 , Ang2 , sTie2 , VEGF , and sVEGF R1 were evaluated by ELISA three times : before surgical resection and on postoperative days 7 and 30 .
",
9903,"The median of Ang2 and VEGF concentrations increased on postoperative day 7 and decreased on day 30 .
",Inducing angiogenesis--By deregulating angiogenesis--Angiogenic factors
9904,"On the other hand , the concentration of sTie2 decreased on the 7th day after resection and did not change statistically later on .
",
9905,"The concentrations of Ang1 and sVEGF R1 did not change after the surgery .
",Inducing angiogenesis--By deregulating angiogenesis--Angiogenic factors
9906,"Lung cancer resection results in proangiogenic plasma protein changes that may stimulate tumor recurrences and metastases after early resection .
","Activating invasion and metastasis--Metastasis,Inducing angiogenesis--By deregulating angiogenesis"
9907,"Post-translational modification of proteins by ubiquitin ( Ub ) regulates a host of cellular processes , including protein quality control , DNA repair , endocytosis , and cellular signaling .
",
9908,"In the ubiquitination cascade , a thioester-linked conjugate between the C-terminus of Ub and the active site cysteine of a ubiquitin-conjugating enzyme ( E2 ) is formed .
",
9909,"The E2 conjugate interacts with a ubiquitin ligase ( E3 ) to transfer Ub to a lysine residue on a target protein .
",
9910,"The flexibly linked E2 conjugates have been shown to form a range of structures in solution .
",
9911,"In addition , select E2 conjugates oligomerize through a noncovalent "" backside "" interaction between Ub and E2 components of different conjugates .
",
9912,"Additional studies are needed to bridge the gap between the dynamic monomeric conjugates , E2 oligomers , and the mechanisms of ubiquitination .
",
9913,"We present a new 2.35 Å crystal structure of an oligomeric UbcH5c conjugate .
",
9914,"The conjugate forms a staggered linear oligomer that differs substantially from the "" infinite spiral "" helical arrangement of the only previously reported structure of an oligomeric conjugate .
",
9915,"Our structure also differs in intraconjugate conformation from other structurally characterized conjugates .
",
9916,"Despite these differences , we find that the backside interaction mode is conserved in different conjugate oligomers and is independent of intraconjugate relative E2-Ub orientations .
",
9917,"We delineate a common intraconjugate E2-binding surface on Ub .
",
9918,"In addition , we demonstrate that an E3 CHIP ( carboxyl terminus of Hsp70 interacting protein ) interacts directly with UbcH5c oligomers , not only with conjugate monomers .
",
9919,"These results provide insights into the conformational diversity of E2 conjugates and conjugate oligomers , and into their compatibility and interactions with E3s , which have important consequences for the ubiquitination process .
",
9920,"The phosphoinositide 3-kinase ( PI3K)/AKT and RAF/MEK/ERK signaling pathways are activated in a wide range of human cancers .
",
9921,"In many cases , concomitant inhibition of both pathways is necessary to block proliferation and induce cell death and tumor shrinkage .
",
9922,"Several feedback systems have been described in which inhibition of one intracellular pathway leads to activation of a parallel signaling pathway , thereby decreasing the effectiveness of single-agent targeted therapies .
",
9923,"In this study , we describe a feedback mechanism in which MEK inhibition leads to activation of PI3K/AKT signaling in EGFR and HER2-driven cancers .
",
9924,"We found that MEK inhibitor-induced activation of PI3K/AKT resulted from hyperactivation of ERBB3 as a result of the loss of an inhibitory threonine phosphorylation in the conserved juxtamembrane domains of EGFR and HER2 .
","Sustaining proliferative signaling--Growth factors growth promoting signals--Downstream signaling,Sustaining proliferative signaling--Receptors"
9925,"Mutation of this amino acid led to increased ERBB receptor activation and upregulation of the ERBB3/PI3K/AKT signaling pathway , which was no longer responsive to MEK inhibition .
","Sustaining proliferative signaling--Receptors,Sustaining proliferative signaling--Growth factors growth promoting signals--Downstream signaling"
